year,ncessch,school_id,school_name,leaid,lea_name,state_leaid,seasch,street_mailing,city_mailing,state_mailing,zip_mailing,street_location,city_location,state_location,zip_location,phone,fips,latitude,longitude,csa,cbsa,urban_centric_locale,county_code,school_level,school_type,school_status,lowest_grade_offered,highest_grade_offered,bureau_indian_education,title_i_status,title_i_eligible,title_i_schoolwide,charter,magnet,shared_time,virtual,teachers_fte,free_lunch,reduced_price_lunch,free_or_reduced_price_lunch,elem_cedp,high_cedp,middle_cedp,ungrade_cedp,enrollment,state_leg_district_lower,state_leg_district_upper,ncessch_num,congress_district_id,direct_certification,lunch_program
2021,060001409073,0609073,Mojave High,0600014,Hesperia Unified,CA-3675044,3675044-3630472,16633 Lemon St.,Hesperia,CA,92345,16633 Lemon St.,Hesperia,CA,92345,(760)948-3999,6,34.444602,-117.301624,348,40140,21,6071,3,4,1,9.0,12.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,18.0,199.0,5.0,204.0,0,1,0,0,272.0,06033,06021,60001409073,608,158.0,-1.0
2021,060001409074,0609074,Joshua Circle Elementary,0600014,Hesperia Unified,CA-3675044,3675044-6035943,10140 8th Ave.,Hesperia,CA,92345,10140 8th Ave.,Hesperia,CA,92345,(760)244-6133,6,34.43488,-117.316527,348,40140,21,6071,1,1,1,0.0,6.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,27.0,520.0,32.0,552.0,1,0,0,0,648.0,06033,06021,60001409074,608,415.0,-1.0
2021,060001409075,0609075,Juniper Elementary,0600014,Hesperia Unified,CA-3675044,3675044-6035950,9400 I Ave.,Hesperia,CA,92345,9400 I Ave.,Hesperia,CA,92345,(760)244-6161,6,34.4221,-117.2819,348,40140,21,6071,1,1,1,0.0,6.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,29.0,498.0,46.0,544.0,1,0,0,0,676.0,06033,06021,60001409075,608,390.0,-1.0
2021,060001409076,0609076,Eucalyptus Elementary,0600014,Hesperia Unified,CA-3675044,3675044-6035968,11224 10th Ave.,Hesperia,CA,92345,11224 10th Ave.,Hesperia,CA,92345,(760)949-0815,6,34.454719,-117.318821,348,40140,21,6071,1,1,1,0.0,6.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,28.0,554.0,30.0,584.0,1,0,0,0,698.0,06033,06021,60001409076,608,462.0,-1.0
2021,060001409077,0609077,Hesperia Junior High,0600014,Hesperia Unified,CA-3675044,3675044-6059547,10275 Cypress Ave.,Hesperia,CA,92345,10275 Cypress Ave.,Hesperia,CA,92345,(760)244-9386,6,34.436245,-117.325268,348,40140,21,6071,2,1,1,7.0,8.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,49.0,752.0,52.0,804.0,0,0,1,0,1116.0,06033,06021,60001409077,608,634.0,-1.0
2021,060001409078,0609078,Mesa Grande Elementary,0600014,Hesperia Unified,CA-3675044,3675044-6089643,9172 3rd Ave.,Hesperia,CA,92345,9172 3rd Ave.,Hesperia,CA,92345,(760)244-3709,6,34.418268,-117.308349,348,40140,21,6071,1,1,1,0.0,6.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,28.0,440.0,20.0,460.0,1,0,0,0,595.0,06033,06021,60001409078,608,339.0,-1.0
2021,060001409079,0609079,Kingston Elementary,0600014,Hesperia Unified,CA-3675044,3675044-6100937,7473 Kingston Ave.,Hesperia,CA,92345,7473 Kingston Ave.,Hesperia,CA,92345,(760)244-8869,6,34.3868,-117.2741,348,40140,21,6071,1,1,1,0.0,6.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,30.0,479.0,53.0,532.0,1,0,0,0,741.0,06033,06021,60001409079,608,359.0,-1.0
2021,060001409080,0609080,Maple Elementary,0600014,Hesperia Unified,CA-3675044,3675044-6103337,10616 Maple St.,Hesperia,CA,92345,10616 Maple St.,Hesperia,CA,92345,(760)244-3096,6,34.4431,-117.3479,348,40140,21,6071,1,1,1,0.0,6.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,35.0,602.0,47.0,649.0,1,0,0,0,868.0,06033,06021,60001409080,608,503.0,-1.0
2021,060001409081,0609081,Cottonwood Elementary,0600014,Hesperia Unified,CA-3675044,3675044-6105498,8850 Cottonwood Ave.,Hesperia,CA,92345,8850 Cottonwood Ave.,Hesperia,CA,92345,(760)949-1390,6,34.411484,-117.339014,348,40140,21,6071,1,1,1,0.0,6.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,37.0,586.0,67.0,653.0,1,0,0,0,851.0,06033,06021,60001409081,608,459.0,-1.0
2021,060001409082,0609082,Lime Street Elementary,0600014,Hesperia Unified,CA-3675044,3675044-6106454,16852 Lime St.,Hesperia,CA,92345,16852 Lime St.,Hesperia,CA,92345,(760)244-0512,6,34.4054,-117.2946,348,40140,21,6071,1,1,1,0.0,6.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,35.0,673.0,18.0,691.0,1,0,0,0,874.0,06033,06021,60001409082,608,561.0,-1.0
2021,060001409476,0609476,Hollyvale Elementary,0600014,Hesperia Unified,CA-3675044,3675044-6108112,11645 Hollyvale Ave.,Victorville,CA,92392,11645 Hollyvale Ave.,Victorville,CA,92392,(760)947-3484,6,34.4621,-117.3855,348,40140,21,6071,1,1,1,0.0,6.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,13.0,246.0,25.0,271.0,1,0,0,0,371.0,06033,06021,60001409476,608,191.0,-1.0
2021,060001409477,0609477,Carmel Elementary,0600014,Hesperia Unified,CA-3675044,3675044-6108120,9321 Glendale Ave.,Hesperia,CA,92345,9321 Glendale Ave.,Hesperia,CA,92345,(760)947-3188,6,34.4216,-117.2411,348,40140,41,6071,1,1,1,0.0,6.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,30.0,580.0,17.0,597.0,1,0,0,0,796.0,06033,06021,60001409477,608,448.0,-1.0
2021,060001409676,0609676,Ranchero Middle,0600014,Hesperia Unified,CA-3675044,3675044-6109359,17607 Ranchero Rd.,Hesperia,CA,92345,17607 Ranchero Rd.,Hesperia,CA,92345,(760)948-0175,6,34.3826,-117.2783,348,40140,21,6071,2,1,1,7.0,8.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,51.0,684.0,53.0,737.0,0,0,1,0,1118.0,06033,06021,60001409676,608,549.0,-1.0
2021,060001411119,0611119,Cypress School of the Arts,0600014,Hesperia Unified,CA-3675044,3675044-0107805,10365 Cypress Ave.,Hesperia,CA,92345,10365 Cypress Ave.,Hesperia,CA,92345,(760)949-2596,6,34.439201,-117.324072,348,40140,21,6071,1,1,1,0.0,6.0,,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,31.0,445.0,35.0,480.0,1,0,0,0,748.0,06033,06021,60001411119,608,371.0,-1.0
