crdc_id,year,ncessch,leaid,fips,num_classes_algebra1,num_taught_certified_algebra1,num_classes_algebra2,num_taught_certified_algebra2,num_classes_advanced_math,num_taught_certified_adv_math,num_classes_calculus,num_taught_certified_calculus,num_classes_biology,num_taught_certified_biology,num_classes_chemistry,num_taught_certified_chemistry,num_classes_geometry,num_taught_certified_geometry,num_classes_physics,num_taught_certified_physics,ap_courses_indicator,num_courses_ap,students_select_ap_indicator,ap_courses_math_indicator,ap_courses_science_indicator,ap_courses_other_indicator,sch_dual_indicator,gifted_talented_indicator,sports_single_sex_indicator,sports_single_sex_m,sports_single_sex_f,teams_single_sex_m,teams_single_sex_f,participants_single_sex_sports_m,participants_single_sex_sports_f,classes_single_sex_indicator,participants_single_sex_sports,classes_single_sex_alg_geom_m,classes_single_sex_alg_geom_f,classes_single_sex_alg_geom,classes_single_sex_othermath_m,classes_single_sex_othermath_f,classes_single_sex_othermath,classes_single_sex_science_m,classes_single_sex_science_f,classes_single_sex_science,classes_single_sex_english_m,classes_single_sex_english_f,classes_single_sex_english,classes_single_sex_other_m,classes_single_sex_other_f,classes_single_sex_other
060000103278,2017,060000103278,0600001,6,5.000,5.000,2.000,2.000,2.000,2.000,2.000,2.000,5.000,4.000,3.000,3.000,5.000,5.000,1.000,1.000,1,8.000,1,1,0,1,0,0,1,4,4,6,6,72,71,0,143,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060000107534,2017,060000107534,0600001,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060000109444,2017,060000109444,0600001,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060000210346,2017,060000210346,0600002,6,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0,-1.000,-3,-3,-3,-3,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060000310347,2017,060000310347,0600003,6,12.000,1.000,2.000,0.000,0.000,-2.000,1.000,1.000,4.000,0.000,3.000,0.000,5.000,1.000,1.000,0.000,1,1.000,1,0,0,1,1,0,1,4,5,5,7,34,39,0,73,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060000608773,2017,060000608773,0600006,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060000608774,2017,060000608774,0600006,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060000608775,2017,060000608775,0600006,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060000608776,2017,060000608776,0600006,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060000612911,2017,060000612911,0600006,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060000710348,2017,060000710348,0600007,6,3.000,0.000,4.000,0.000,2.000,0.000,0.000,-2.000,6.000,0.000,3.000,0.000,2.000,0.000,2.000,0.000,1,6.000,0,0,0,1,0,0,1,6,6,6,6,100,60,0,160,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060000901478,2017,060000901478,0600009,6,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,1.000,1.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0,-1.000,-3,-3,-3,-3,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060000908779,2017,060000908779,0600009,6,1.000,1.000,1.000,1.000,1.000,1.000,0.000,-2.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,-2.000,0,-1.000,-3,-3,-3,-3,1,0,1,3,3,3,3,18,15,0,33,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060000908780,2017,060000908780,0600009,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001109065,2017,060001109065,0600011,6,3.000,1.000,1.000,1.000,1.000,1.000,0.000,-2.000,5.000,1.000,1.000,1.000,2.000,1.000,0.000,-2.000,0,-1.000,-3,-3,-3,-3,0,0,1,2,2,2,2,10,8,0,18,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001109066,2017,060001109066,0600011,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001109068,2017,060001109068,0600011,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001112763,2017,060001112763,0600011,6,0.000,-2.000,1.000,0.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,5.000,0.000,0.000,-2.000,0,-1.000,-3,-3,-3,-3,1,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001206852,2017,060001206852,0600012,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001209206,2017,060001209206,0600012,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001300805,2017,060001300805,0600013,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001302405,2017,060001302405,0600013,6,19.000,19.000,11.000,11.000,5.000,5.000,3.000,3.000,11.000,11.000,14.000,14.000,19.000,19.000,9.000,9.000,1,10.000,1,1,1,1,1,1,1,3,2,8,3,223,66,0,289,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001303571,2017,060001303571,0600013,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001306176,2017,060001306176,0600013,6,3.000,3.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0,-1.000,-3,-3,-3,-3,0,1,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001308256,2017,060001308256,0600013,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001308257,2017,060001308257,0600013,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001308553,2017,060001308553,0600013,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001308763,2017,060001308763,0600013,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001308764,2017,060001308764,0600013,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001309069,2017,060001309069,0600013,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001309070,2017,060001309070,0600013,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001310270,2017,060001310270,0600013,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001310575,2017,060001310575,0600013,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001311009,2017,060001311009,0600013,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001311010,2017,060001311010,0600013,6,15.000,15.000,11.000,11.000,5.000,5.000,3.000,3.000,14.000,14.000,10.000,10.000,18.000,18.000,4.000,4.000,1,14.000,1,1,1,1,1,1,1,12,12,27,25,550,480,0,1030,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001312558,2017,060001312558,0600013,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001313722,2017,060001313722,0600013,6,2.000,2.000,1.000,1.000,0.000,-2.000,0.000,-2.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,-2.000,0,-1.000,-3,-3,-3,-3,0,1,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001403904,2017,060001403904,0600014,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001405093,2017,060001405093,0600014,6,37.000,0.000,8.000,0.000,5.000,0.000,1.000,0.000,20.000,0.000,7.000,0.000,15.000,0.000,1.000,0.000,0,-1.000,-3,-3,-3,-3,0,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001407287,2017,060001407287,0600014,6,2.000,0.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,2.000,0.000,0.000,-2.000,0,-1.000,-3,-3,-3,-3,0,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001407295,2017,060001407295,0600014,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001408296,2017,060001408296,0600014,6,2.000,0.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,0,-1.000,-3,-3,-3,-3,0,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001409072,2017,060001409072,0600014,6,29.000,0.000,10.000,0.000,7.000,0.000,1.000,0.000,26.000,0.000,17.000,0.000,31.000,0.000,3.000,0.000,0,-1.000,-3,-3,-3,-3,0,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001409073,2017,060001409073,0600014,6,3.000,0.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,2.000,0.000,0.000,-2.000,5.000,0.000,3.000,0.000,0,-1.000,-3,-3,-3,-3,0,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001409074,2017,060001409074,0600014,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001409075,2017,060001409075,0600014,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001409076,2017,060001409076,0600014,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001409077,2017,060001409077,0600014,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001409078,2017,060001409078,0600014,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001409079,2017,060001409079,0600014,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001409080,2017,060001409080,0600014,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001409081,2017,060001409081,0600014,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001409082,2017,060001409082,0600014,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001409476,2017,060001409476,0600014,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001409477,2017,060001409477,0600014,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001409676,2017,060001409676,0600014,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001411119,2017,060001411119,0600014,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001412100,2017,060001412100,0600014,6,5.000,0.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,2.000,0.000,0.000,-2.000,10.000,0.000,0.000,-2.000,0,-1.000,-3,-3,-3,-3,0,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001412103,2017,060001412103,0600014,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001412171,2017,060001412171,0600014,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001412415,2017,060001412415,0600014,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001412417,2017,060001412417,0600014,6,26.000,0.000,12.000,0.000,10.000,0.000,1.000,0.000,29.000,0.000,11.000,0.000,24.000,0.000,7.000,0.000,0,-1.000,-3,-3,-3,-3,0,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001413323,2017,060001413323,0600014,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001503907,2017,060001503907,0600015,6,0.000,-2.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,1.000,1.000,0.000,-2.000,1.000,1.000,0.000,-2.000,0,-1.000,-3,-3,-3,-3,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001509083,2017,060001509083,0600015,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001509084,2017,060001509084,0600015,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001510305,2017,060001510305,0600015,6,3.000,3.000,1.000,1.000,1.000,1.000,1.000,1.000,2.000,2.000,1.000,1.000,4.000,4.000,0.000,-2.000,0,-1.000,-3,-3,-3,-3,0,0,1,3,3,3,4,53,48,0,101,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001609085,2017,060001609085,0600016,6,6.000,6.000,0.000,-2.000,0.000,-2.000,0.000,-2.000,8.000,8.000,0.000,-2.000,3.000,3.000,0.000,-2.000,0,-1.000,-3,-3,-3,-3,0,0,0,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001609086,2017,060001609086,0600016,6,48.000,44.000,21.000,21.000,10.000,10.000,4.000,4.000,105.000,85.000,25.000,22.000,28.000,27.000,7.000,7.000,1,21.000,1,1,1,1,0,0,1,12,11,28,26,707,468,0,1175,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001609087,2017,060001609087,0600016,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
060001609088,2017,060001609088,0600016,6,-3.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-2.000,-3,-1.000,-3,-3,-3,-3,-2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
